sku_id,platform,category,title,brand,price,original_price,sales,sales_unit,comments,shop_name,data_source,crawl_time,log_sales,price_band
REF0071,淘宝,牛仔裤,工厂直供 阔腿牛仔裤 复古 水洗 做旧,白牌,179,252,288,近30天,84,淘宝示范店铺76,reference,2026-08-19T23:14:43,2.459392487759231,160-179
REF0072,淘宝,牛仔裤,无品牌 牛仔裤 女 高腰 小脚 显瘦 弹力,白牌,175,268,251,近30天,125,淘宝示范店铺11,reference,2026-08-19T23:14:43,2.399673721481038,160-179
REF0073,淘宝,牛仔裤,自主品牌 中老年牛仔裤 宽松直筒 高腰 舒适,白牌,143,189,250,近30天,79,淘宝示范店铺59,reference,2026-08-19T23:14:43,2.3979400086720375,140-159
REF0074,淘宝,牛仔裤,无品牌 加绒牛仔裤 秋冬 保暖 直筒,白牌,150,223,151,近30天,46,淘宝示范店铺70,reference,2026-08-19T23:14:43,2.1789769472931693,140-159
REF0075,淘宝,牛仔裤,自主品牌 加绒牛仔裤 秋冬 保暖 直筒,白牌,133,198,245,近30天,55,淘宝示范店铺60,reference,2026-08-19T23:14:43,2.3891660843645326,120-139
REF0076,拼多多,牛仔裤,工厂直供 阔腿牛仔裤 复古 水洗 做旧,白牌,57,80,9373,近30天,5409,拼多多示范店铺6,reference,2026-08-19T23:14:43,3.971878617026266,40-59
REF0077,拼多多,牛仔裤,白牌 加绒牛仔裤 秋冬 保暖 直筒,自主品牌,68,99,4118,近30天,1201,拼多多示范店铺74,reference,2026-08-19T23:14:43,3.6146863422820124,60-79
REF0079,拼多多,牛仔裤,工厂直供 阔腿牛仔裤 复古 水洗 做旧,白牌,66,86,3482,近30天,842,拼多多示范店铺52,reference,2026-08-19T23:14:43,3.5418287667813124,60-79
REF0080,拼多多,牛仔裤,白牌 锥形牛仔裤 九分 春夏薄款,工厂直供,46,62,13909,近30天,5312,拼多多示范店铺66,reference,2026-08-19T23:14:43,4.143295907124072,40-59
REF0081,拼多多,牛仔裤,工厂直供 加绒牛仔裤 秋冬 保暖 直筒,白牌,49,69,12587,近30天,2790,拼多多示范店铺98,reference,2026-08-19T23:14:43,4.099922232196922,40-59
REF0082,拼多多,牛仔裤,工厂直供 中老年牛仔裤 宽松直筒 高腰 舒适,白牌,48,64,3810,近30天,962,拼多多示范店铺81,reference,2026-08-19T23:14:43,3.5809249756756194,40-59
REF0083,拼多多,牛仔裤,工厂直供 牛仔裤 男 直筒 宽松 大码 百搭,无品牌,40,51,4209,近30天,1772,拼多多示范店铺64,reference,2026-08-19T23:14:43,3.6241789257480224,20-39
REF0084,拼多多,牛仔裤,工厂直供 阔腿牛仔裤 复古 水洗 做旧,白牌,42,58,14460,近30天,6972,拼多多示范店铺71,reference,2026-08-19T23:14:43,4.160168292958512,40-59
REF0085,拼多多,牛仔裤,自主品牌 阔腿牛仔裤 复古 水洗 做旧,自主品牌,55,70,7961,近30天,2027,拼多多示范店铺1,reference,2026-08-19T23:14:43,3.9009676239191244,40-59
REF0086,拼多多,牛仔裤,无品牌 阔腿牛仔裤 复古 水洗 做旧,白牌,57,88,3868,近30天,1682,拼多多示范店铺62,reference,2026-08-19T23:14:43,3.587486465410964,40-59
REF0087,拼多多,牛仔裤,无品牌 中老年牛仔裤 宽松直筒 高腰 舒适,白牌,38,50,9876,近30天,3246,拼多多示范店铺30,reference,2026-08-19T23:14:43,3.9945810812598945,20-39
REF0088,拼多多,牛仔裤,工厂直供 阔腿牛仔裤 复古 水洗 做旧,无品牌,65,90,7207,近30天,2359,拼多多示范店铺64,reference,2026-08-19T23:14:43,3.8577545220594422,60-79
REF0089,拼多多,牛仔裤,工厂直供 牛仔裤 男 直筒 宽松 大码 百搭,白牌,57,86,9996,近30天,2400,拼多多示范店铺19,reference,2026-08-19T23:14:43,3.9998262474544126,40-59
REF0090,拼多多,牛仔裤,自主品牌 锥形牛仔裤 九分 春夏薄款,白牌,47,65,5468,近30天,1431,拼多多示范店铺51,reference,2026-08-19T23:14:43,3.7378285058957847,40-59
REF0091,抖音,牛仔裤,白牌 加绒牛仔裤 秋冬 保暖 直筒,白牌,54,80,2300,近30天,1121,抖音示范店铺31,reference,2026-08-19T23:14:43,3.361727836017593,40-59
REF0092,抖音,牛仔裤,白牌 阔腿牛仔裤 复古 水洗 做旧,白牌,49,72,14350,近30天,8595,抖音示范店铺57,reference,2026-08-19T23:14:43,4.156851901070011,40-59
REF0093,抖音,牛仔裤,无品牌 阔腿牛仔裤 复古 水洗 做旧,白牌,102,138,538,近30天,120,抖音示范店铺53,reference,2026-08-19T23:14:43,2.7307822756663893,100-119
REF0094,抖音,牛仔裤,无品牌 阔腿牛仔裤 复古 水洗 做旧,白牌,111,141,1172,近30天,314,抖音示范店铺75,reference,2026-08-19T23:14:43,3.068927611682072,100-119
REF0095,抖音,牛仔裤,无品牌 锥形牛仔裤 九分 春夏薄款,白牌,110,164,648,近30天,132,抖音示范店铺45,reference,2026-08-19T23:14:43,2.8115750058705933,100-119
REF0096,抖音,牛仔裤,无品牌 牛仔裤 男 直筒 宽松 大码 百搭,白牌,115,173,756,近30天,453,抖音示范店铺46,reference,2026-08-19T23:14:43,2.8785217955012063,100-119
REF0097,抖音,牛仔裤,白牌 中老年牛仔裤 宽松直筒 高腰 舒适,工厂直供,49,71,3685,近30天,1571,抖音示范店铺37,reference,2026-08-19T23:14:43,3.56643749219507,40-59
REF0098,抖音,牛仔裤,自主品牌 牛仔裤 女 高腰 小脚 显瘦 弹力,白牌,49,64,4206,近30天,2190,抖音示范店铺93,reference,2026-08-19T23:14:43,3.6238692683503024,40-59
REF0099,抖音,牛仔裤,无品牌 锥形牛仔裤 九分 春夏薄款,白牌,94,118,1382,近30天,712,抖音示范店铺38,reference,2026-08-19T23:14:43,3.1405080430381798,80-99
REF0100,抖音,牛仔裤,自主品牌 锥形牛仔裤 九分 春夏薄款,自主品牌,49,73,2268,近30天,636,抖音示范店铺62,reference,2026-08-19T23:14:43,3.355643050220869,40-59
REF0101,抖音,牛仔裤,工厂直供 中老年牛仔裤 宽松直筒 高腰 舒适,自主品牌,114,150,792,近30天,397,抖音示范店铺12,reference,2026-08-19T23:14:43,2.8987251815894934,100-119
REF0102,抖音,牛仔裤,工厂直供 加绒牛仔裤 秋冬 保暖 直筒,自主品牌,84,122,1587,近30天,745,抖音示范店铺14,reference,2026-08-19T23:14:43,3.2005769267548483,80-99
REF0103,抖音,牛仔裤,自主品牌 阔腿牛仔裤 复古 水洗 做旧,白牌,74,107,1200,近30天,551,抖音示范店铺15,reference,2026-08-19T23:14:43,3.0791812460476247,60-79
REF0104,抖音,牛仔裤,工厂直供 牛仔裤 女 高腰 小脚 显瘦 弹力,白牌,59,89,1707,近30天,408,抖音示范店铺86,reference,2026-08-19T23:14:43,3.2322335211147335,40-59
REF0105,抖音,牛仔裤,白牌 中老年牛仔裤 宽松直筒 高腰 舒适,工厂直供,133,202,613,近30天,301,抖音示范店铺36,reference,2026-08-19T23:14:43,2.787460474518415,120-139
REF0106,微信视频号,牛仔裤,白牌 锥形牛仔裤 九分 春夏薄款,自主品牌,102,157,581,近30天,219,微信视频号示范店铺70,reference,2026-08-19T23:14:43,2.7641761323903307,100-119
REF0107,微信视频号,牛仔裤,白牌 阔腿牛仔裤 复古 水洗 做旧,白牌,160,246,237,近30天,139,微信视频号示范店铺83,reference,2026-08-19T23:14:43,2.374748346010104,140-159
REF0108,微信视频号,牛仔裤,白牌 牛仔裤 女 高腰 小脚 显瘦 弹力,无品牌,90,134,766,近30天,456,微信视频号示范店铺76,reference,2026-08-19T23:14:43,2.884228769632604,80-99
REF0109,微信视频号,牛仔裤,无品牌 牛仔裤 女 高腰 小脚 显瘦 弹力,白牌,134,168,550,近30天,308,微信视频号示范店铺23,reference,2026-08-19T23:14:43,2.7403626894942437,120-139
REF0111,微信视频号,牛仔裤,工厂直供 牛仔裤 男 直筒 宽松 大码 百搭,白牌,117,164,1398,近30天,715,微信视频号示范店铺79,reference,2026-08-19T23:14:43,3.1455071714096627,100-119
REF0112,微信视频号,牛仔裤,工厂直供 牛仔裤 男 直筒 宽松 大码 百搭,工厂直供,76,117,3818,近30天,1463,微信视频号示范店铺88,reference,2026-08-19T23:14:43,3.581835924057648,60-79
REF0113,微信视频号,牛仔裤,自主品牌 牛仔裤 女 高腰 小脚 显瘦 弹力,白牌,162,210,239,近30天,79,微信视频号示范店铺75,reference,2026-08-19T23:14:43,2.3783979009481375,160-179
REF0114,微信视频号,牛仔裤,工厂直供 阔腿牛仔裤 复古 水洗 做旧,白牌,154,217,500,近30天,299,微信视频号示范店铺90,reference,2026-08-19T23:14:43,2.6989700043360187,140-159
REF0115,微信视频号,牛仔裤,工厂直供 牛仔裤 女 高腰 小脚 显瘦 弹力,白牌,157,217,981,近30天,536,微信视频号示范店铺59,reference,2026-08-19T23:14:43,2.9916690073799486,140-159
REF0116,微信视频号,牛仔裤,自主品牌 锥形牛仔裤 九分 春夏薄款,工厂直供,153,206,334,近30天,109,微信视频号示范店铺9,reference,2026-08-19T23:14:43,2.5237464668115646,140-159
REF0117,微信视频号,牛仔裤,自主品牌 牛仔裤 男 直筒 宽松 大码 百搭,白牌,131,169,546,近30天,191,微信视频号示范店铺53,reference,2026-08-19T23:14:43,2.7371926427047373,120-139
REF0118,微信视频号,牛仔裤,白牌 中老年牛仔裤 宽松直筒 高腰 舒适,自主品牌,127,192,498,近30天,249,微信视频号示范店铺46,reference,2026-08-19T23:14:43,2.6972293427597176,120-139
REF0119,微信视频号,牛仔裤,自主品牌 加绒牛仔裤 秋冬 保暖 直筒,白牌,152,206,258,近30天,139,微信视频号示范店铺36,reference,2026-08-19T23:14:43,2.41161970596323,140-159
REF0120,微信视频号,牛仔裤,白牌 加绒牛仔裤 秋冬 保暖 直筒,白牌,144,222,802,近30天,432,微信视频号示范店铺85,reference,2026-08-19T23:14:43,2.9041743682841634,140-159
